integrated_code	L2	L1	endangered_aggregated_status	eth_status	cru_docs	cru_words	cru_floss_splchk	cru_watchtower	cru_udhr	in_omniglot	la_primary_texts_online	la_primary_texts_all	la_lang_descr_online	la_lang_descr_all	la_lex_res_online	la_lex_res_all	la_res_in_online	la_res_in_all	la_res_about_online	la_res_about_all	la_oth_res_in_online	la_oth_res_in_all	la_oth_res_about_online	la_oth_res_about_all	mac_input	mac_input_partial	microsoft_pack	win10_input_method	ubuntu_pack	ubuntu_input	office13_if_pack	office13_lp	firefox_lpack	firefox_dict	wals_samples_100	wals_samples_200	indi_blogs	indi_posts	indi_words	indi_users	indi_tweets	wp_articles	wp_total	wp_edits	wp_admins	wp_users	wp_active_users	wp_images	wp_depth	wp_inc	wp_real_articles	wp_adjusted_size	uriel_feats	on_bible_org	in_leipzig_corpora	find_bible_all_versions	treetagger	endangered_langspec	endangered_lex	seed_label
nag_____________A	10.3089859934	10.3089859934	0	3			0	0	0	1			3.0	3.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														1	1.0	3824.21500216	158.0	0	0		0	0	0	-
nad_____________A	0.0	2.01490302054	8	8.0			0	0	0	0			2.0	2.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
nae_____________A	0.0	1.2527629685	8	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
naj_____________A	0.0	9.89877647281	5	6.0			0	0	0	0			1.0	1.0							1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
nak_____________A	0.0	9.47278155656	0	5	281.0	347892.0	0	0	0	0	1.0	1.0	3.0	6.0	1.0	1.0							5.0	15.0	0	0	0	0	0	0	0	0	0	0	0	0														0			59.0	1	0	6.0	0	0	1	-
nan_____________A	0.0	17.657529488	0	3	189.0	369285.0	0	0	0	1	20.0	20.0	9.0	9.0	2.0	2.0					11.0	11.0	8.0	11.0	0	0	0	0	1	1	0	0	0	0	0	0						181085.0	577203.0	1475683.0	5.0	26121.0	78.0	434.0	12.0	0	1823.0	11069487.5237	216.0	0	1	14.0	0	0	0	-
nao_____________A	0.0	6.64768837356	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			16.0	0	0		0	0	0	s
nal_____________A	0.0	8.54500289206	0	6.0			0	0	0	0			2.0	2.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			43.0	0	0		0	0	1	s
nam_____________A	0.0	5.24350913005	7	7			0	0	0	0			4.0	4.0							1.0	1.0	7.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			188.0	0	0		0	0	0	s
nar_____________A	0.0	8.71948076085	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
nas_____________A	0.0	9.90353755129	0	5	21.0	144312.0	0	0	0	0	3.0	4.0	12.0	17.0	9.0	9.0							7.0	28.0	0	0	0	0	0	0	0	0	0	0	0	0														0			233.0	0	0	4.0	0	0	0	-
nap_____________A	0.0	15.5559769082	0	5	63.0	341475.0	0	0	0	1			3.0	3.0	1.0	1.0					1.0	1.0	9.0	9.0	0	1	0	0	0	0	0	0	0	0	0	0						14348.0	26127.0	698304.0	1.0	15208.0	23.0	375.0	18.0	0	1005.0	7387076.29067	33.0	0	0		0	0	1	-
naq_____________A	0.0	12.1010370771	5	4	28.0	41291.0	0	1	0	1			4.0	4.0	1.0	1.0							48.0	50.0	0	1	0	0	0	0	0	0	0	0	1	1				2.0	31.0									1	1.0	3629.6633041	269.0	1	0	2.0	0	0	1	-
nav_____________A	0.0	11.9363090736	4	6.5	11.0	121201.0	0	1	1	1	25.0	92.0	9.0	13.0	1.0	2.0							29.0	85.0	0	1	0	0	0	0	0	0	0	0	0	1				24.0	20366.0	2460.0	13187.0	156602.0	2.0	8772.0	9.0	321.0	226.0	0	712.0	3232546.85759	246.0	1	1	5.0	0	0	0	-
naw_____________A	0.0	9.54688403462	0	5			0	0	0	0			2.0	3.0	0.0	2.0					1.0	1.0	6.0	17.0	0	0	0	0	0	0	0	0	0	0	0	0														0			183.0	0	0		0	0	0	s
nat_____________A	0.0	9.61587214453	6	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
nau_____________A	0.0	8.69968140099	6	3	3.0	9536.0	0	1	0	1	3.0	3.0	3.0	3.0	1.0	1.0							4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0						1261.0	4967.0	78258.0	1.0	5756.0	8.0	0.0	136.0	0	12.0	58550.9132339	7.0	0	0		0	0	1	-
naz_____________A	0.0	7.24494154634	0	7			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
nax_____________A	0.0	5.57405336798	7	6.0			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
nay_____________A	0.0	4.07187170637	9	8.5			0	0	0	0	1.0	1.0	4.0	4.0									7.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														0			1.0	0	0		0	0	0	-
tmr_____________A	0.0	0.0	0	9			0	0	0	0	1.0	1.0	2.0	2.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
tms_____________A	0.0	7.59110461706	6	5			0	0	0	0			2.0	2.0									73.0	73.0	0	0	0	0	0	0	0	0	0	0	0	0														0			26.0	0	0		0	0	0	s
tmt_____________A	0.0	5.01727983681	7	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	s
svm_____________A	0.0	6.90875477932	0	8.0			0	0	0	0	126.0	126.0	1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
svk_____________A	0.0	9.61587214453	0	5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
sve_____________A	0.0	5.79909265446	7	8.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	s
dva_____________A	0.0	8.17498453294	0	6.0			0	0	0	0			1.0	1.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
svc_____________A	0.0	11.8350162105	0	6.0			0	0	0	0			3.0	3.0									2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
sva_____________A	0.0	9.7001772653	5	7	20.0	532.0	0	0	0	1			2.0	2.0	1.0	1.0							5.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
bwf_____________A	0.0	6.2176036074	7	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
svx_____________A	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
svr_____________A	0.0	12.4411487203	0	6.0			0	0	0	1			2.0	2.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	-
svs_____________A	0.0	7.769800996	6	6.0			0	0	0	0	3.0	3.0	4.0	4.0	3.0	3.0							480.0	480.0	0	0	0	0	0	0	0	0	0	0	0	0														0			238.0	0	0		0	0	1	-
bwg_____________A	0.0	9.74102744484	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lkn_____________A	0.0	6.48463523564	7	4			0	0	0	0	47.0	47.0	2.0	2.0	2.0	2.0					5.0	5.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	-
lko_____________A	0.0	11.7360770163	0	4			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lkl_____________A	0.0	6.46068662102	7	6.0			0	0	0	0			1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
lkm_____________A	0.0	0.405465108108	9	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lkj_____________A	0.0	8.16678428906	5	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lkh_____________A	0.0	8.98732181285	6	6.5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lki_____________A	0.0	13.815511558	0	6.0	45.0	9862.0	0	0	0	0			1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														1	184.0	1122980.40143	0.0	0	0		0	0	0	-
lkd_____________A	0.0	0.69314718056	0	8.5			0	0	0	0			2.0	2.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lke_____________A	0.0	11.0349057929	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lkb_____________A	0.0	12.4411487203	0	5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lkc_____________A	0.0	10.8703002814	5	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	s
lka_____________A	0.0	8.0867179203	0	6.5			0	0	0	0			1.0	1.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lky_____________A	0.0	9.4255323935	0	6.5			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
lkt_____________A	0.0	8.7257508844	6	6.5	5.0	81545.0	0	0	0	0	1.0	33.0	6.0	7.0	1.0	1.0					1.0	1.0	15.0	19.0	0	1	0	0	0	0	0	0	0	0	1	1				62.0	8862.0									1	3.0	8157.17402511	262.0	0	0	1.0	0	0	0	-
lku_____________A	0.0	0.405465108108	9	10			0	0	0	0	5.0	5.0											1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
lkr_____________A	0.0	10.2399955028	0	5			0	0	0	0			3.0	4.0									4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			52.0	0	0		0	0	0	s
lks_____________A	0.0	11.8277435041	0	4			0	0	0	0			2.0	2.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
kce_____________A	0.0	7.74975340627	6	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kcd_____________A	0.0	5.01727983681	7	6.5			0	0	0	0			2.0	2.0	1.0	1.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			6.0	0	0		0	0	0	-
kcg_____________A	0.0	11.7752974217	0	6.0			0	0	0	0			2.0	4.0									2.0	9.0	0	0	0	0	0	0	0	0	0	0	0	0														0			42.0	0	0		0	0	0	s
kcf_____________A	0.0	9.79818259089	0	6.0			0	0	0	0			1.0	1.0							2.0	2.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kca_____________A	0.0	9.16753724965	0	6.5	386.0	6268.0	0	0	0	1			4.0	5.0	1.0	2.0					1.0	1.0	11.0	13.0	0	0	0	0	0	0	0	0	0	0	0	0														1	1.0	6387.11634536	247.0	0	0		0	0	0	-
kcc_____________A	0.0	9.34145634983	0	6.0	2.0	1660.0	0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
kcb_____________A	0.0	2.56494935746	8	8.5			0	0	0	0			1.0	1.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
kcm_____________A	0.0	9.48804786328	0	6.0			0	0	0	0			1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	-
kcl_____________A	0.0	7.69666708153	0	6.0			0	0	0	0			5.0	5.0									3.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	s
kco_____________A	0.0	5.57215403218	7	6.0			0	0	0	0	2.0	2.0	1.0	1.0	4.0	4.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	-
kcn_____________A	0.0	10.3509739357	5	6.0			0	0	0	0			4.0	4.0	1.0	1.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	-
kci_____________A	0.0	9.21044036698	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kch_____________A	0.0	6.21660610108	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kck_____________A	0.0	13.6529928049	0	4	29.0	13185.0	0	1	0	0	1.0	1.0	3.0	3.0	1.0	1.0							4.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0														1	1.0	9749.48799499	158.0	1	0	5.0	0	0	1	-
kcj_____________A	0.0	6.70257442804	7	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kcu_____________A	0.0	9.52668278492	5	7			0	0	0	0			2.0	2.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			20.0	0	0		0	0	0	s
kct_____________A	0.0	6.30261897574	7	6.0			0	0	0	0			3.0	3.0	2.0	2.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			5.0	0	0		0	0	0	-
kcw_____________A	0.0	9.03610602536	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kcv_____________A	0.0	9.03610602536	0	6.0			0	0	0	0			3.0	3.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			183.0	0	0		0	0	0	s
kcq_____________A	0.0	9.90353755129	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kcp_____________A	0.0	8.98732181285	6	6.5			0	0	0	0			3.0	4.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	-
kcs_____________A	0.0	8.00670084544	6	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kcr_____________A	0.0	9.88346340071	5	6.5			0	0	0	0			2.0	2.0	1.0	1.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			41.0	0	0		0	0	0	-
kcy_____________A	0.0	8.09529377684	6	7			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
kcx_____________A	0.0	7.73739820413	6	6.5			0	0	0	0			1.0	1.0	1.0	2.0							3.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	0	-
kcz_____________A	0.0	10.8396005194	0	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
syi_____________A	0.0	9.49897199346	5	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	s
bxx_____________R	0.0	0.0	0	7			0	0	0	0			1.0	1.0											0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
bxz_____________A	0.0	6.44730586254	0	6.0			0	0	0	0			1.0	1.0	3.0	3.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
bxq_____________A	0.0	4.7957905456	7	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
bxp_____________A	0.0	8.69968140099	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
bxs_____________A	0.0	7.30720231476	0	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
bxr_____________A	0.0	12.1887687937	4	5	2.0	150622.0	0	0	0	1	2.0	2.0	4.0	4.0	1.0	1.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0						1765.0	6454.0	48674.0	1.0	7370.0	14.0	0.0	53.0	0	660.0	6988532.92171	0.0	0	0	1.0	0	0	0	-
bxu_____________A	0.0	11.0821579334	0	7			0	0	0	1			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0						1765.0	6454.0	48674.0	1.0	7370.0	14.0	0.0	53.0	0	660.0	6988532.92171	0.0	0	0		0	0	0	-
bxt_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
bxw_____________A	0.0	8.54110501146	6	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
bxv_____________A	0.0	0.69314718056	8	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
bxi_____________A	0.0	0.405465108108	9	10			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
bxh_____________A	0.0	7.20860033796	0	5			0	0	0	1			3.0	3.0	2.0	2.0							1.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0	1.0	0	0	0	-
bxk_____________A	0.0	14.1752814046	0	4			0	0	0	0			3.0	3.0									3.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0														0			189.0	0	0	1.0	0	0	1	s
bxj_____________A	0.0	1.70474809224	8	8.5	1.0	261.0	0	0	0	0			2.0	2.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
bxm_____________A	0.0	11.5061878179	5	6.0			0	0	0	1			2.0	2.0									11.0	11.0	0	0	0	0	0	0	0	0	0	0	0	0						1765.0	6454.0	48674.0	1.0	7370.0	14.0	0.0	53.0	0	660.0	6988532.92171	60.0	0	0		0	0	0	-
bxl_____________A	0.0	6.18929029044	7	7			0	0	0	0			1.0	1.0									3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			1.0	0	0		0	0	0	s
bxo_____________A	0.0	0.0	0	9			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
bxn_____________A	0.0	1.2527629685	8	8.5	1.0	1443.0	0	0	0	0			1.0	1.0	1.0	1.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
bxa_____________A	0.0	8.51338595307	0	5			0	0	0	0	4.0	4.0	1.0	1.0	3.0	3.0							2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
bxc_____________A	0.0	6.90875477932	0	7			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
bxb_____________A	0.0	8.98732181285	6	5			0	0	0	0			3.0	4.0	1.0	1.0							2.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0		0	0	0	-
bxe_____________A	0.0	2.35137525716	8	8.5			0	0	0	0			1.0	1.0	1.0	2.0					1.0	1.0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			18.0	0	0		0	0	0	-
bxd_____________A	0.0	6.22851100359	7	7			0	0	0	0			1.0	1.0	0.0	1.0					1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			13.0	0	0		0	0	1	s
bxg_____________A	15.0682738122	0.0	0	3			0	0	0	0	1.0	1.0	1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
bxf_____________A	0.0	8.33830573136	0	6.0			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	1	s
rts_____________A	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
ulk_____________A	0.0	5.40042258949	7	6.5			0	0	0	1			3.0	3.0	2.0	2.0							3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0														0			42.0	0	0		0	0	0	-
ycp_____________A	0.0	7.60140233458	6	7			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
uli_____________A	0.0	8.01714264082	6	5			0	0	0	0	1.0	1.0	2.0	2.0	3.0	3.0							5.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0														0			66.0	0	0		0	0	1	-
ycn_____________A	0.0	7.27378631784	7	5	8.0	237796.0	0	0	0	0	30.0	30.0	9.0	11.0	2.0	2.0					1.0	1.0	15.0	36.0	0	0	0	0	0	0	0	0	0	0	0	0														0			210.0	1	0	6.0	0	0	0	-
ycl_____________A	0.0	12.8479291633	0	6.0			0	0	0	0	1.0	1.0	2.0	2.0	1.0	4.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			12.0	0	0		0	0	1	-
flm_____________R	0.0	0.0	0	7	2.0	92088.0	0	0	1	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
ozm_____________A	0.0	10.5966597328	0	5	5.0	7991.0	0	0	0	0	1.0	1.0	4.0	8.0	4.0	4.0							7.0	39.0	0	0	0	0	0	0	0	0	0	0	0	0														0			158.0	0	0	2.0	0	0	1	-
ulb_____________A	0.0	9.21044036698	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vbb_____________A	0.0	8.40312823513	0	6.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
vbk_____________A	0.0	7.81237820599	0	8.0			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
wig_____________A	0.0	4.80811102998	7	6.5			0	0	0	0			2.0	2.0							1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			28.0	0	0		0	0	0	s
wif_____________A	0.0	0.916290731874	8	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
wie_____________A	0.0	0.916290731874	8	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
wic_____________A	0.0	1.09861228867	8	8.5			0	0	0	1			4.0	7.0	0.0	3.0							11.0	14.0	0	0	0	0	0	0	0	0	0	0	1	1														0			248.0	0	0		0	0	0	s
wib_____________A	0.0	9.87822102529	0	6.5			0	0	0	0	1.0	1.0	4.0	4.0	0.0	2.0							3.0	34.0	0	0	0	0	0	0	0	0	0	0	0	0														0			30.0	1	0	1.0	0	0	0	-
win_____________A	0.0	5.31320597904	7	8.0			0	0	0	1	0.0	4.0	2.0	2.0									176.0	176.0	0	0	0	0	0	0	0	0	0	0	0	0														0			2.0	0	0	4.0	0	0	0	-
wim_____________A	6.39859493454	6.86432572105	6	5	280.0	294222.0	0	0	0	1	1.0	1.0	4.0	18.0	2.0	4.0					1.0	1.0	9.0	47.0	0	0	0	0	0	0	0	0	0	0	0	0														0			219.0	0	0	1.0	0	0	0	-
wil_____________A	0.0	0.69314718056	8	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
wik_____________A	0.0	4.44851637594	8	7			0	0	0	0			1.0	1.0									2.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
wij_____________A	0.0	3.70130197411	8	6.5			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
wii_____________A	0.0	5.42053499927	7	7			0	0	0	0			2.0	2.0	2.0	2.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
wih_____________A	0.0	2.52572864431	8	8.0			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
wiw_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0			17.0	0	0		0	0	0	-
wiv_____________A	0.0	9.08262063037	0	4			0	0	0	0			4.0	5.0	2.0	2.0							5.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0														0			56.0	0	0		0	0	1	-
wiu_____________A	0.0	9.63567346472	5	5	286.0	221219.0	0	0	0	0			2.0	4.0	3.0	3.0							1.0	30.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0	1.0	0	0	0	-
wit_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0			215.0	0	0		0	0	0	-
sys_____________A	0.0	9.41743583887	0	6.0			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
wir_____________A	0.0	0.0	0	10			0	0	0	0			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
zmm_____________A	0.0	2.7080502011	8	8.5			0	0	0	0			1.0	1.0	1.0	1.0							1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
wiy_____________A	0.0	0.405465108108	9	9			0	0	0	0	54.0	93.0	3.0	5.0	1.0	10.0							8.0	20.0	0	0	0	0	0	0	0	0	0	0	0	0														0			223.0	0	0		0	0	0	-
ymj_____________R	0.0	0.0	0	7			0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0														0				0	0		0	0	0	-
xqa_____________A	0.0	0.0	0	7			0	0	0	0									1.0	1.0					0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	-
xqt_____________A	0.0	0.0	0	7			0	0	0	1			1.0	1.0									1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0														0			0.0	0	0		0	0	0	s
