	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20	status	stable	status_best	stable_best
sve_____________A	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
dva_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
svc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sva_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bwf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
svx_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
svr_____________A	s	h	v	s	s	h	s	s	s	s	h	s	s	s	h	v	s	s	s	v	borderline	-	dead	s
svs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bwg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lkn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lko_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lkl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lkm_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lkj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lkh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lki_____________A	h	h	h	s	h	s	h	s	s	h	h	s	h	h	h	s	h	h	h	s	dead	-	dead	h
lkd_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
lke_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lkb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lkc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lka_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lky_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lkt_____________A	s	s	h	h	h	s	h	h	s	h	s	s	s	s	s	s	h	h	h	s	dead	-	dead	h
lku_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
lkr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
lks_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kce_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcf_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kca_____________A	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
kcc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcb_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
kcm_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
kcl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kco_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kci_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kch_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kck_____________A	h	s	h	h	h	s	h	h	s	h	h	s	h	h	h	h	h	h	h	s	dead	-	dead	h
kcj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kct_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcv_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcy_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
kcz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
syi_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxx_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
bxz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxq_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxr_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bxu_____________A	s	h	v	s	s	h	s	s	s	s	h	h	s	s	h	s	s	s	s	h	borderline	-	dead	s
bxt_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
bxw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxv_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bxi_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bxh_____________A	s	h	v	s	s	h	s	s	h	s	h	h	s	h	h	h	s	h	h	h	borderline	-	dead	-
bxk_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bxj_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bxm_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bxl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxo_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
bxn_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bxa_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxe_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
bxd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bxf_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
rts_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
ulk_____________A	s	s	s	h	s	h	s	h	s	h	s	s	s	s	s	s	h	s	s	s	dead	-	dead	s
ycp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
uli_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ycn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ycl_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
flm_____________R	s	h	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	h	dead	-	dead	s
ozm_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ulb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
vbb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
vbk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wig_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wif_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
wie_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
wic_____________A	s	s	s	h	s	h	h	h	h	h	s	s	s	s	s	h	h	s	s	s	dead	-	dead	-
wib_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
win_____________A	s	s	s	h	s	h	s	h	s	h	s	s	s	s	s	s	h	s	s	s	dead	-	dead	s
wim_____________A	s	s	s	h	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
wil_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
wik_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wij_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wii_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wih_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wiw_____________R	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
wiv_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
wiu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wit_____________R	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
sys_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wir_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
zmm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
wiy_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
ymj_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
xqa_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
xqt_____________A	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	h	dead	h	dead	h
jns_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
jna_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
jng_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
jnd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
jnj_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
jni_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
jnl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
glr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
syy_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
snf_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
hlu_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
hlt_____________A	s	s	h	v	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	borderline	-	dead	s
snd_____________A	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	living	v	living	v
sne_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
snb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hle_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hld_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hlb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
hla_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
snc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sna_____________A	v	v	v	v	v	v	v	v	tg	v	v	s	s	v	v	v	v	v	v	v	borderline	-	living	v
sno_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
snm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ecs_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ecr_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
ecy_____________A	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
snv_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
snu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
snr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
sns_____________A	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	h	s	s	s	dead	-	dead	s
snp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bii_____________R	s	h	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
snq_____________A	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
snz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
mal_____________A	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	living	v	living	v
sny_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rsl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
rsi_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
rsb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cyb_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
cya_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
cyo_____________A	h	h	v	v	h	h	v	h	h	h	h	s	h	h	h	h	s	s	s	h	borderline	-	borderline	-
cym_____________A	tg	v	tg	v	v	v	tg	v	tg	tg	v	v	tg	v	v	v	tg	v	tg	tg	living	-	living	-
bej_____________A	s	s	v	s	s	s	v	s	h	s	h	s	s	s	s	v	v	s	s	v	borderline	-	borderline	-
bek_____________A	s	s	s	s	s	s	s	s	h	s	s	s	s	s	s	s	h	s	s	s	dead	-	dead	s
beh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bei_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ben_____________A	tg	v	v	v	tg	v	v	v	tg	v	v	v	v	v	v	tg	tg	v	v	tg	living	-	living	v
beo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bel_____________A	tg	v	v	v	v	v	v	v	tg	tg	v	v	tg	v	v	v	tg	v	v	v	living	-	living	v
bem_____________A	v	v	v	v	v	tg	v	v	tg	tg	v	tg	v	v	v	v	tg	tg	v	v	living	-	living	-
beb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bec_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bea_____________A	s	s	s	h	s	h	s	h	s	h	s	s	s	s	s	s	h	s	s	s	dead	-	dead	s
bef_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
beg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bed_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bee_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bez_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bex_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bey_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bes_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bep_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
beq_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	h	s	s	s	s	dead	-	dead	s
bev_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
bew_____________A	s	h	h	s	h	s	h	s	s	h	h	s	h	h	h	s	h	h	h	s	dead	-	dead	h
bet_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
beu_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
pyx_____________A	h	h	h	h	h	h	h	h	h	s	s	s	h	h	s	h	s	s	s	h	dead	-	dead	-
pyy_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
awy_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
awx_____________A	h	h	v	h	s	h	s	h	h	h	h	tg	s	h	h	h	h	h	h	h	borderline	-	dead	-
aww_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
awv_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
awu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pys_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
aws_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pyu_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
awo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
awn_____________A	s	s	v	s	s	s	v	s	s	s	s	s	s	s	s	v	s	s	s	s	borderline	-	borderline	-
awm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
awk_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
pym_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pyn_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
awh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
awg_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
awe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
awc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
pye_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
awa_____________A	v	h	h	v	h	s	h	h	v	h	h	h	h	v	h	v	h	h	h	v	borderline	-	dead	h
urd_____________A	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	v	living	v	living	v
ure_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
urf_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
urg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ura_____________A	s	s	s	v	s	s	s	v	s	h	s	tg	s	s	s	v	h	s	s	s	borderline	-	dead	s
urb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
urc_____________A	s	s	s	s	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	-	dead	s
url_____________A	s	s	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
urm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
urn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
uro_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
urh_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
uri_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
urk_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
urt_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
uru_____________A	s	h	s	s	s	h	s	s	s	s	s	h	h	s	s	s	s	s	s	h	dead	-	dead	s
urv_____________A	h	h	h	h	h	h	h	h	h	h	s	h	h	h	s	h	s	s	s	h	dead	-	dead	-
urw_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
urp_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
urr_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ibd_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
urx_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ury_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
urz_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ibe_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ngd_____________A	h	s	h	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	h	dead	-	dead	s
nge_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ngg_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
nga_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ngb_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ngc_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ngl_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ngm_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ngn_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ngo_____________A	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	dead	s	dead	s
ngh_____________A	s	s	s	h	s	h	h	h	s	h	s	s	s	s	s	s	h	s	s	s	dead	-	dead	-
